Acer platanoides
Acer pseudoplatanus
Adinandra integerrima
Agalenatea redii
Agrotis exclamationis
Allium fistulosum
Alnus glutinosa
Alstroemeria aurea
Alydus calcaratus
Ampelopsis heterophylla
Angelica sylvestris
Apallates coxendix
Apatura ilia
Aphrophora salicina
Apis cerana
Apis mellifera
Apodemus flavicollis
Aquilaria sinensis
Aralia cordata
Aralia elata
Araneus diadematus
Asclepias curassavica
Autographa gamma
Bellardia bayeri
Bellardia pandia
Betula pendula
Blondelia nigripes
Bombus lapidarius
Bos taurus
Cabera exanthemata
Caliprobola speciosa
Calliopum aeneum
Calliopum simillimum
Calliphora vicina
Calliphora vomitoria
Callistemon speciosus
Camellia gauchowensis
Camellia oleifera
Camellia sinensis
Campsis radicans
Canna x generalis
Carpinus betulus
Caryopteris incana
Castanea sativa
Causonis japonica
Cervus elaphus
Chaetopteryx villosa
Chalcosyrphus nemorum
Cheilosia latifrons
Cheilosia tarditas
Chrysanthemum indicum
Chrysanthemum x morifolium
Chrysomya albiceps
Chrysomya megacephala
Chrysotoxum bicinctum
Chrysotoxum cautum
Chrysotoxum intermedium
Chrysotoxum octomaculatum
Chrysotoxum vernale
Chrysotoxum verralli
Clethra barbinervis
Coelidia olitoria
Coelioxys zapoteca
Coenonympha pamphilus
Coenosia pumila
Conger conger
Crataegus germanica
Criorhina berberina
Crocidura russula
Cupressus sempervirens
Curculio elephas
Cyclosia papilionaris
Cylindromyia bicolor
Cynomya mortuorum
Dasyphora albofasciata
Delia platura
Dicranopalpus ramosus
Dryomyza anilis
Dryope flaveola
Ectophasia crassipennis
Elaeagnus multiflora
Elsholtzia ciliata
Emberiza cirlus
Emmesomyia grisea
Epistrophe eligans
Epistrophe nitidicollis
Episyrphus balteatus
Eriobotrya japonica
Eristalis arbustorum
Eristalis pertinax
Eristalis pratorum
Eristalis tenax
Eudasyphora cyanicolor
Euonymus japonicus
Eupeodes corollae
Eupeodes latifasciatus
Eupeodes luniger
Euphorbia characias
Euphorbia milii
Fagopyrum esculentum
Fagus sylvatica
Fannia ornata
Farfugium japonicum
Fatsia japonica
Ferdinandea cuprea
Ficus carica
Foeniculum vulgare
Fraxinus excelsior
Gleditsia triacanthos
Gomphocarpus physocarpus
Graphomya maculata
Gymnosoma nudifrons
Hedera helix
Hedera maderensis
Hedera rhombea
Helina evecta
Helina impuncta
Helophilus trivittatus
Heracleum sphondylium
Himacerus apterus
Hoplitis robusta
Hydrangea chinensis
Hydrotaea aenescens
Hydrotaea cyrtoneurina
Hydrotaea dentipes
Hydrotaea ignava
Iris domestica
Ixora coccinea
Lacanobia oleracea
Lantana camara
Larinioides sclopetarius
Lasioglossum marginatum
Leea guineensis
Linnaemya vulpina
Litchi chinensis
Litsea japonica
Lucilia ampullacea
Lucilia caesar
Lucilia cuprina
Lucilia illustris
Lucilia sericata
Macquartia tenebricosa
Mallota florea
Mallotus japonicus
Mantis religiosa
Meconema meridionale
Megachile (Hackeriapis) sp. 6 CJP-2016
Melaleuca leucadendra
Melanostoma mellinum
Melanostoma scalare
Melinda cognata
Meliscaeva auricollis
Mentha suaveolens
Mesembrina meridiana
Metellina mengei
Metellina segmentata
Millettia pinnata
Miltogramma brevipila
